Card Name,Condition,Printing,Set,Box Name
Galarian Articuno V,Near Mint,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Shadow Rider Calyrex VMAX,Near Mint,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Ice Rider Calyrex VMAX,Near Mint,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Zamazenta V,Near Mint,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Allister,Near Mint,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Melony,Near Mint,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Gardevoir,Near Mint,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Piers,Near Mint,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Milo,Near Mint,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Kingdra,Near Mint,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Bronzong,Near Mint,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Frosmoth,Near Mint,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Falinks,Near Mint,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Flapple,Near Mint,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Kleavor,Near Mint,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Mightyena,Near Mint,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Abomasnow,Near Mint,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Wyrdeer,Near Mint,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Galarian Obstagoon,Near Mint,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Hoothoot,Near Mint,Holofoil,SWSH10TG: Astral Radiance Trainer Gallery,Astral Radiance Trainer Gallery!
Umbreon VMAX,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Brilliant Stars Trainer Gallery!
Umbreon V,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Brilliant Stars Trainer Gallery!
Sylveon V,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Brilliant Stars Trainer Gallery!
Mimikyu V,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Brilliant Stars Trainer Gallery!
Mimikyu VMAX,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Brilliant Stars Trainer Gallery!
Sylveon VMAX,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Brilliant Stars Trainer Gallery!
Rapid Strike Urshifu VMAX,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Brilliant Stars Trainer Gallery!
Gloria,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Brilliant Stars Trainer Gallery!
Acerola's Premonition,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Brilliant Stars Trainer Gallery!
Boltund V,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Brilliant Stars Trainer Gallery!
Single Strike Urshifu VMAX,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Brilliant Stars Trainer Gallery!
Rapid Strike Urshifu VMAX,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Brilliant Stars Trainer Gallery!
Vaporeon,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Brilliant Stars Trainer Gallery!
Eevee,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Brilliant Stars Trainer Gallery!
Flareon,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Brilliant Stars Trainer Gallery!
Single Strike Urshifu VMAX,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Brilliant Stars Trainer Gallery!
Single Strike Urshifu V,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Brilliant Stars Trainer Gallery!
Jolteon,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Brilliant Stars Trainer Gallery!
Rapid Strike Urshifu V,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Brilliant Stars Trainer Gallery!
Café Master,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Brilliant Stars Trainer Gallery!
Zekrom,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Brilliant Stars Trainer Gallery!
Rapid Strike Style Mustard,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Brilliant Stars Trainer Gallery!
Dedenne,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Brilliant Stars Trainer Gallery!
Single Strike Style Mustard,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Brilliant Stars Trainer Gallery!
Houndoom,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Brilliant Stars Trainer Gallery!
Ariados,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Brilliant Stars Trainer Gallery!
Oranguru,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Brilliant Stars Trainer Gallery!
Octillery,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Brilliant Stars Trainer Gallery!
Alcremie,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Brilliant Stars Trainer Gallery!
Dusknoir,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Brilliant Stars Trainer Gallery!
Rayquaza VMAX,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Silver Tempest Trainer Gallery!
Sordward & Shielbert,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Silver Tempest Trainer Gallery!
Blaziken V,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Silver Tempest Trainer Gallery!
Blaziken VMAX,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Silver Tempest Trainer Gallery!
Friends in Galar,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Silver Tempest Trainer Gallery!
Duraludon VMAX,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Silver Tempest Trainer Gallery!
Blissey V,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Silver Tempest Trainer Gallery!
Zeraora V,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Silver Tempest Trainer Gallery!
Serperior V,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Silver Tempest Trainer Gallery!
Corviknight V,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Silver Tempest Trainer Gallery!
Rayquaza VMAX,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Silver Tempest Trainer Gallery!
Judge,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Silver Tempest Trainer Gallery!
Mawile V,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Silver Tempest Trainer Gallery!
Professor Burnet,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Silver Tempest Trainer Gallery!
Corviknight VMAX,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Silver Tempest Trainer Gallery!
Raihan,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Silver Tempest Trainer Gallery!
Gardevoir,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Silver Tempest Trainer Gallery!
Gordie,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Silver Tempest Trainer Gallery!
Duraludon VMAX,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Silver Tempest Trainer Gallery!
Milotic,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Silver Tempest Trainer Gallery!
Kricketune V,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Silver Tempest Trainer Gallery!
Flaaffy,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Silver Tempest Trainer Gallery!
Rockruff,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Silver Tempest Trainer Gallery!
Altaria,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Silver Tempest Trainer Gallery!
Braixen,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Silver Tempest Trainer Gallery!
Jynx,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Silver Tempest Trainer Gallery!
Smeargle,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Silver Tempest Trainer Gallery!
Druddigon,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Silver Tempest Trainer Gallery!
Malamar,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Silver Tempest Trainer Gallery!
Passimian,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Silver Tempest Trainer Gallery!
Entei,Lightly Played+,1st Edition Holofoil,NEO3: Neo Revelation,Pokeball GO! Fire Types!
Typhlosion,Near Mint,Holofoil,EX10: Unseen Forces,Pokeball GO! Fire Types!
Flareon-EX,Near Mint,Holofoil,G1: Generations,Pokeball GO! Fire Types!
Magmar ex,Near Mint,Holofoil,EX1: Ruby & Sapphire,Pokeball GO! Fire Types!
Charmeleon,Near Mint,Holofoil,SV3PT5: 151,Pokeball GO! Fire Types!
Ninetales V,Near Mint,Holofoil,SWSH2: Rebel Clash,Pokeball GO! Fire Types!
Fuecoco,Near Mint,Holofoil,SV2: Paldea Evolved,Pokeball GO! Fire Types!
Litten,Near Mint,Holofoil,SV5: Temporal Forces,Pokeball GO! Fire Types!
Crocalor,Near Mint,Holofoil,SV2: Paldea Evolved,Pokeball GO! Fire Types!
Simisear VSTAR,Near Mint,Holofoil,SWSH12PT5GG: Crown Zenith Galarian Gallery,Pokeball GO! Fire Types!
Charmander,Near Mint,Holofoil,SVP: Scarlet & Violet Black Star Promos,Pokeball GO! Fire Types!
Arcanine ex,Near Mint,Holofoil,SV1: Scarlet & Violet,Pokeball GO! Fire Types!
Blaine's Growlithe,Lightly Played+,1st Edition,GYM1: Gym Heroes,Pokeball GO! Fire Types!
Torkoal,Near Mint,Holofoil,SM12: Cosmic Eclipse,Pokeball GO! Fire Types!
Cinderace VMAX,Near Mint,Holofoil,SWSH2: Rebel Clash,Pokeball GO! Fire Types!
Magmortar,Near Mint,Holofoil,SWSH12PT5GG: Crown Zenith Galarian Gallery,Pokeball GO! Fire Types!
Magby,Near Mint,Normal,DP2: Mysterious Treasures,Pokeball GO! Fire Types!
Quilava,Near Mint,Normal,COL1: Call of Legends,Pokeball GO! Fire Types!
Braixen,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Pokeball GO! Fire Types!
Torchic,Near Mint,Holofoil,BW11: Legendary Treasures,Pokeball GO! Fire Types!
Cyndaquil,Near Mint,Normal,HGSS1: HeartGold & SoulSilver,Pokeball GO! Fire Types!
Rapidash,Near Mint,Normal,DP1: Diamond & Pearl,Pokeball GO! Fire Types!
Charcadet,Near Mint,Normal,SV4: Paradox Rift,Pokeball GO! Fire Types!
Slugma,Near Mint,Normal,SM7: Celestial Storm,Pokeball GO! Fire Types!
Torracat,Near Mint,Normal,SV5: Temporal Forces,Pokeball GO! Fire Types!
Raboot,Near Mint,Normal,SWSH1: Sword & Shield,Pokeball GO! Fire Types!
Darmanitan,Near Mint,Normal,SV3: Obsidian Flames,Pokeball GO! Fire Types!
Pansear,Near Mint,Normal,BW1: Black & White,Pokeball GO! Fire Types!
Ponyta,Near Mint,Normal,SV5: Temporal Forces,Pokeball GO! Fire Types!
Tepig,Near Mint,Normal,BW1: Black & White,Pokeball GO! Fire Types!
Scorbunny,Near Mint,Holofoil,SWSHP: SWSH Black Star Promos,Pokeball GO! Fire Types!
Darumaka,Near Mint,Normal,BW1: Black & White,Pokeball GO! Fire Types!
Chimchar,Near Mint,Normal,SWSH9: Brilliant Stars,Pokeball GO! Fire Types!
Heatmor,Near Mint,Normal,SWSH2: Rebel Clash,Pokeball GO! Fire Types!
Fennekin,Near Mint,Normal,XY10: Fates Collide,Pokeball GO! Fire Types!
Vulpix,Near Mint,Normal,SV3PT5: 151,Pokeball GO! Fire Types!
Tapu Lele-GX,Near Mint,Holofoil,SM2: Guardians Rising,"I Choose You, Tapu!"
Tapu Koko-GX,Near Mint,Holofoil,SM2: Guardians Rising,"I Choose You, Tapu!"
Tapu Bulu-GX,Near Mint,Holofoil,SM3: Burning Shadows,"I Choose You, Tapu!"
Tapu Fini-GX,Near Mint,Holofoil,SM3: Burning Shadows,"I Choose You, Tapu!"
Tapu Koko ex,Near Mint,Holofoil,SV4: Paradox Rift,"I Choose You, Tapu!"
Hitmontop,Lightly Played+,1st Edition Holofoil,NEO2: Neo Discovery,Pokeball GO! Fighting Types!
Dark Machamp,Near Mint,1st Edition Holofoil,BASE5: Team Rocket,Pokeball GO! Fighting Types!
Hitmonlee,Near Mint,Holofoil,BASE6: Legendary Collection,Pokeball GO! Fighting Types!
Hitmonchan,Near Mint,Holofoil,BASE4: Base Set 2,Pokeball GO! Fighting Types!
Zamazenta V,Near Mint,Holofoil,SWSH12PT5GG: Crown Zenith Galarian Gallery,Pokeball GO! Fighting Types!
Riolu,Near Mint,Holofoil,SV1: Scarlet & Violet,Pokeball GO! Fighting Types!
Machoke,Near Mint,Holofoil,SV3PT5: 151,Pokeball GO! Fighting Types!
Mienshao,Near Mint,Holofoil,SV4: Paradox Rift,Pokeball GO! Fighting Types!
Conkeldurr V,Near Mint,Holofoil,PGO: Pokémon GO,Pokeball GO! Fighting Types!
Falinks V,Near Mint,Holofoil,SWSH2: Rebel Clash,Pokeball GO! Fighting Types!
Grapploct V,Near Mint,Holofoil,SWSH35: Champion's Path,Pokeball GO! Fighting Types!
Tyrogue,Near Mint,Normal,DP6: Legends Awakened,Pokeball GO! Fighting Types!
Sawk,Near Mint,Normal,BW1: Black & White,Pokeball GO! Fighting Types!
Primeape,Near Mint,Normal,DP4: Great Encounters,Pokeball GO! Fighting Types!
Hariyama,Near Mint,Normal,PL4: Arceus,Pokeball GO! Fighting Types!
Makuhita,Near Mint,Normal,EX8: Deoxys,Pokeball GO! Fighting Types!
Throh,Near Mint,Normal,BW1: Black & White,Pokeball GO! Fighting Types!
Passimian,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Pokeball GO! Fighting Types!
Machop,Near Mint,Normal,DP1: Diamond & Pearl,Pokeball GO! Fighting Types!
Galarian Sirfetch'd V,Near Mint,Holofoil,SWSH4: Vivid Voltage,Pokeball GO! Fighting Types!
Kubfu,Near Mint,Normal,SWSH6: Chilling Reign,Pokeball GO! Fighting Types!
Mienfoo,Near Mint,Normal,BW3: Noble Victories,Pokeball GO! Fighting Types!
Pancham,Near Mint,Reverse Holofoil,SM12: Cosmic Eclipse,Pokeball GO! Fighting Types!
Mankey,Near Mint,Normal,SM4: Crimson Invasion,Pokeball GO! Fighting Types!
Clobbopus,Near Mint,Normal,SWSH6: Chilling Reign,Pokeball GO! Fighting Types!
Gurdurr,Near Mint,Normal,SWSH5: Battle Styles,Pokeball GO! Fighting Types!
Timburr,Near Mint,Normal,SWSH5: Battle Styles,Pokeball GO! Fighting Types!
Crabrawler,Near Mint,Normal,SM10: Unbroken Bonds,Pokeball GO! Fighting Types!
Arceus VSTAR,Near Mint,Holofoil,SWSH12PT5GG: Crown Zenith Galarian Gallery,Pokeball GO! Normal Types!
Silvally-GX,Near Mint,Holofoil,SM12: Cosmic Eclipse,Pokeball GO! Normal Types!
Blissey V,Near Mint,Holofoil,SWSH6: Chilling Reign,Pokeball GO! Normal Types!
Dudunsparce,Near Mint,Holofoil,SV2: Paldea Evolved,Pokeball GO! Normal Types!
Snorlax VMAX,Near Mint,Holofoil,SWSH1: Sword & Shield,Pokeball GO! Normal Types!
Porygon-Z,Near Mint,Holofoil,SV4: Paradox Rift,Pokeball GO! Normal Types!
Chansey,Near Mint,Holofoil,BASE4: Base Set 2,Pokeball GO! Normal Types!
Maushold,Near Mint,Holofoil,SV2: Paldea Evolved,Pokeball GO! Normal Types!
Regigigas,Near Mint,Holofoil,XYP: XY Black Star Promos,Pokeball GO! Normal Types!
Loudred,Near Mint,Holofoil,SV4: Paradox Rift,Pokeball GO! Normal Types!
Greedent V,Near Mint,Holofoil,SWSH8: Fusion Strike,Pokeball GO! Normal Types!
Skwovet,Near Mint,Holofoil,SV1: Scarlet & Violet,Pokeball GO! Normal Types!
Munchlax,Near Mint,Normal,DP1: Diamond & Pearl,Pokeball GO! Normal Types!
Lickilicky,Near Mint,Holofoil,DP3: Secret Wonders,Pokeball GO! Normal Types!
Cinccino,Near Mint,Holofoil,SV5: Temporal Forces,Pokeball GO! Normal Types!
Bidoof,Near Mint,Holofoil,SWSH12PT5GG: Crown Zenith Galarian Gallery,Pokeball GO! Normal Types!
Minccino,Near Mint,Holofoil,SV5: Temporal Forces,Pokeball GO! Normal Types!
Lechonk,Near Mint,Holofoil,SV3: Obsidian Flames,Pokeball GO! Normal Types!
Lickitung,Near Mint,Holofoil,SV5: Temporal Forces,Pokeball GO! Normal Types!
Kangaskhan,Near Mint,Normal,BASE4: Base Set 2,Pokeball GO! Normal Types!
Meowth VMAX,Near Mint,Holofoil,SWSHP: SWSH Black Star Promos,Pokeball GO! Normal Types!
Raticate,Near Mint,Normal,BASE4: Base Set 2,Pokeball GO! Normal Types!
Slaking V,Near Mint,Holofoil,PGO: Pokémon GO,Pokeball GO! Normal Types!
Smeargle,Near Mint,Holofoil,SWSH12TG: Silver Tempest Trainer Gallery,Pokeball GO! Normal Types!
Stoutland,Near Mint,Holofoil,SM12: Cosmic Eclipse,Pokeball GO! Normal Types!
Eevee,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Pokeball GO! Normal Types!
Ditto,Near Mint,Holofoil,SWSH12PT5GG: Crown Zenith Galarian Gallery,Pokeball GO! Normal Types!
Audino-EX,Near Mint,Holofoil,XY10: Fates Collide,Pokeball GO! Normal Types!
Gumshoos-GX,Near Mint,Holofoil,SM1: Sun & Moon,Pokeball GO! Normal Types!
Tauros-GX,Near Mint,Holofoil,SM1: Sun & Moon,Pokeball GO! Normal Types!
Rattata,Near Mint,Normal,SM10: Unbroken Bonds,Pokeball GO! Normal Types!
Oinkologne ex,Near Mint,Holofoil,SV1: Scarlet & Violet,Pokeball GO! Normal Types!
Dubwool V,Near Mint,Holofoil,SWSH2: Rebel Clash,Pokeball GO! Normal Types!
Persian-GX,Near Mint,Holofoil,SM10: Unbroken Bonds,Pokeball GO! Normal Types!
Dunsparce,Near Mint,Holofoil,SWSH12PT5GG: Crown Zenith Galarian Gallery,Pokeball GO! Normal Types!
Kecleon,Near Mint,Normal,PL2: Rising Rivals,Pokeball GO! Normal Types!
Type: Null,Near Mint,Holofoil,SMA: Hidden Fates Shiny Vault,Pokeball GO! Normal Types!
Miltank,Near Mint,Holofoil,SWSH12PT5GG: Crown Zenith Galarian Gallery,Pokeball GO! Normal Types!
Delcatty,Near Mint,Holofoil,SM7: Celestial Storm,Pokeball GO! Normal Types!
Castform,Near Mint,Holofoil,SWSH11TG: Lost Origin Trainer Gallery,Pokeball GO! Normal Types!
Buneary,Near Mint,Normal,DP1: Diamond & Pearl,Pokeball GO! Normal Types!
Skitty,Near Mint,Normal,XY1: XY,Pokeball GO! Normal Types!
Spinda,Near Mint,Normal,EX12: Legend Maker,Pokeball GO! Normal Types!
Lopunny,Near Mint,Normal,XY2: Flashfire,Pokeball GO! Normal Types!
Zangoose,Near Mint,Normal,PL1: Platinum,Pokeball GO! Normal Types!
Furret,Near Mint,Normal,XY2: Flashfire,Pokeball GO! Normal Types!
Exploud,Near Mint,Normal,XY10: Fates Collide,Pokeball GO! Normal Types!
Patrat,Near Mint,Normal,BW1: Black & White,Pokeball GO! Normal Types!
Happiny,Near Mint,Normal,SM10: Unbroken Bonds,Pokeball GO! Normal Types!
Furfrou,Near Mint,Normal,XY2: Flashfire,Pokeball GO! Normal Types!
Vigoroth,Near Mint,Normal,PL1: Platinum,Pokeball GO! Normal Types!
Purugly,Near Mint,Normal,SM5: Ultra Prism,Pokeball GO! Normal Types!
Porygon2,Near Mint,Normal,SWSH6: Chilling Reign,Pokeball GO! Normal Types!
Watchog,Near Mint,Normal,BW2: Emerging Powers,Pokeball GO! Normal Types!
Whismur,Near Mint,Normal,EX14: Crystal Guardians,Pokeball GO! Normal Types!
Linoone,Near Mint,Normal,SV3: Obsidian Flames,Pokeball GO! Normal Types!
Porygon,Near Mint,Normal,SM10: Unbroken Bonds,Pokeball GO! Normal Types!
Ursaring,Near Mint,Normal,XY8: BREAKthrough,Pokeball GO! Normal Types!
Sentret,Near Mint,Normal,DP3: Secret Wonders,Pokeball GO! Normal Types!
Stantler,Near Mint,Normal,SWSH8: Fusion Strike,Pokeball GO! Normal Types!
Bunnelby,Near Mint,Normal,XY1: XY,Pokeball GO! Normal Types!
Herdier,Near Mint,Normal,BW7: Boundaries Crossed,Pokeball GO! Normal Types!
Zigzagoon,Near Mint,Normal,DP4: Great Encounters,Pokeball GO! Normal Types!
Bouffalant,Near Mint,Normal,BW6: Dragons Exalted,Pokeball GO! Normal Types!
Aipom,Near Mint,Normal,DP5: Majestic Dawn,Pokeball GO! Normal Types!
Glameow,Near Mint,Normal,XY9: BREAKpoint,Pokeball GO! Normal Types!
Lillipup,Near Mint,Normal,BW1: Black & White,Pokeball GO! Normal Types!
Ambipom,Near Mint,Normal,XY11: Steam Siege,Pokeball GO! Normal Types!
Komala,Near Mint,Normal,SM2: Guardians Rising,Pokeball GO! Normal Types!
Yungoos,Near Mint,Normal,SM5: Ultra Prism,Pokeball GO! Normal Types!
Wooloo,Near Mint,Normal,SWSH8: Fusion Strike,Pokeball GO! Normal Types!
Teddiursa,Near Mint,Normal,SWSH3: Darkness Ablaze,Pokeball GO! Normal Types!
Tandemaus,Near Mint,Normal,SV1: Scarlet & Violet,Pokeball GO! Normal Types!
Dark Blastoise,Lightly Played+,1st Edition Holofoil,BASE5: Team Rocket,Pokeball GO! Water Types!
Feraligatr,Lightly Played+,1st Edition Holofoil,NEO1: Neo Genesis,Pokeball GO! Water Types!
Magikarp,Lightly Played+,Holofoil,SV2: Paldea Evolved,Pokeball GO! Water Types!
Team Aqua's Kyogre-EX,Lightly Played+,Holofoil,DC1: Double Crisis,Pokeball GO! Water Types!
Vaporeon VMAX,Lightly Played+,Holofoil,SWSHP: SWSH Black Star Promos,Pokeball GO! Water Types!
Inteleon VMAX,Near Mint,Holofoil,SWSH8: Fusion Strike,Pokeball GO! Water Types!
Suicune V,Near Mint,Holofoil,SWSH12PT5GG: Crown Zenith Galarian Gallery,Pokeball GO! Water Types!
Squirtle,Near Mint,Holofoil,SV3PT5: 151,Pokeball GO! Water Types!
Lumineon V,Near Mint,Holofoil,SWSH9: Brilliant Stars,Pokeball GO! Water Types!
Piplup,Near Mint,Holofoil,SM12: Cosmic Eclipse,Pokeball GO! Water Types!
Wartortle,Near Mint,Holofoil,SV3PT5: 151,Pokeball GO! Water Types!
Wailord-EX,Near Mint,Holofoil,XY5: Primal Clash,Pokeball GO! Water Types!
Poliwhirl,Near Mint,Holofoil,SV3PT5: 151,Pokeball GO! Water Types!
Manaphy,Near Mint,Holofoil,XYP: XY Black Star Promos,Pokeball GO! Water Types!
Milotic V,Near Mint,Holofoil,SWSH2: Rebel Clash,Pokeball GO! Water Types!
Psyduck,Near Mint,Holofoil,SV3PT5: 151,Pokeball GO! Water Types!
Wishiwashi,Near Mint,Holofoil,SM12: Cosmic Eclipse,Pokeball GO! Water Types!
Dondozo,Near Mint,Holofoil,SV1: Scarlet & Violet,Pokeball GO! Water Types!
Sobble,Near Mint,Holofoil,SWSHP: SWSH Black Star Promos,Pokeball GO! Water Types!
Wiglett,Near Mint,Holofoil,SV1: Scarlet & Violet,Pokeball GO! Water Types!
Quaxly,Near Mint,Holofoil,SV2: Paldea Evolved,Pokeball GO! Water Types!
Quaxwell,Near Mint,Holofoil,SV2: Paldea Evolved,Pokeball GO! Water Types!
Clauncher,Near Mint,Holofoil,SV1: Scarlet & Violet,Pokeball GO! Water Types!
Samurott,Near Mint,Holofoil,BW11: Legendary Treasures,Pokeball GO! Water Types!
Gorebyss,Near Mint,Normal,EX5: Hidden Legends,Pokeball GO! Water Types!
Palafin,Near Mint,Holofoil,SV3: Obsidian Flames,Pokeball GO! Water Types!
Kingler VMAX,Near Mint,Holofoil,SWSH9: Brilliant Stars,Pokeball GO! Water Types!
Phione,Near Mint,Normal,DP5: Majestic Dawn,Pokeball GO! Water Types!
Prinplup,Near Mint,Normal,DP1: Diamond & Pearl,Pokeball GO! Water Types!
Mudkip,Near Mint,Normal,DP4: Great Encounters,Pokeball GO! Water Types!
Golduck,Near Mint,Normal,DP3: Secret Wonders,Pokeball GO! Water Types!
Oshawott,Near Mint,Normal,BW1: Black & White,Pokeball GO! Water Types!
Simipour,Near Mint,Normal,BW4: Next Destinies,Pokeball GO! Water Types!
Huntail,Near Mint,Holofoil,XY5: Primal Clash,Pokeball GO! Water Types!
Totodile,Near Mint,Normal,DP2: Mysterious Treasures,Pokeball GO! Water Types!
Buizel,Near Mint,Normal,DP2: Mysterious Treasures,Pokeball GO! Water Types!
Seaking,Near Mint,Normal,DP1: Diamond & Pearl,Pokeball GO! Water Types!
Floatzel,Near Mint,Normal,DP1: Diamond & Pearl,Pokeball GO! Water Types!
Shellos East Sea,Near Mint,Normal,PL2: Rising Rivals,Pokeball GO! Water Types!
Shellos West Sea,Near Mint,Normal,PL2: Rising Rivals,Pokeball GO! Water Types!
Dewott,Near Mint,Normal,BW7: Boundaries Crossed,Pokeball GO! Water Types!
Shellder,Near Mint,Normal,XY1: XY,Pokeball GO! Water Types!
Pyukumuku,Near Mint,Normal,SM10: Unbroken Bonds,Pokeball GO! Water Types!
Feebas,Near Mint,Normal,EX9: Emerald,Pokeball GO! Water Types!
Staryu,Near Mint,Normal,BASE4: Base Set 2,Pokeball GO! Water Types!
Brionne,Near Mint,Normal,SM1: Sun & Moon,Pokeball GO! Water Types!
Politoed,Near Mint,Reverse Holofoil,SWSH11: Lost Origin,Pokeball GO! Water Types!
Poliwag,Near Mint,Normal,BASE4: Base Set 2,Pokeball GO! Water Types!
Remoraid,Near Mint,Normal,XY8: BREAKthrough,Pokeball GO! Water Types!
Corphish,Near Mint,Normal,EX3: Dragon,Pokeball GO! Water Types!
Octillery,Near Mint,Holofoil,SWSH9TG: Brilliant Stars Trainer Gallery,Pokeball GO! Water Types!
Wugtrio,Near Mint,Holofoil,SV4PT5: Paldean Fates,Pokeball GO! Water Types!
Clawitzer,Near Mint,Holofoil,XY3: Furious Fists,Pokeball GO! Water Types!
Frogadier,Near Mint,Normal,SM6: Forbidden Light,Pokeball GO! Water Types!
